Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,,
2018-01-02 00:00:00+00:00,40.56892776489258,43.064998626708984,43.07500076293945,42.314998626708984,42.540000915527344,102223600
2018-01-03 00:00:00+00:00,40.56186294555664,43.057498931884766,43.63750076293945,42.9900016784668,43.13249969482422,118071600
2018-01-04 00:00:00+00:00,40.75027084350586,43.25749969482422,43.36750030517578,43.02000045776367,43.1349983215332,89738400
2018-01-05 00:00:00+00:00,41.21421813964844,43.75,43.842498779296875,43.26250076293945,43.36000061035156,94640000
2018-01-08 00:00:00+00:00,41.0611457824707,43.587501525878906,43.90250015258789,43.48249816894531,43.587501525878906,82271200
2018-01-09 00:00:00+00:00,41.056434631347656,43.58250045776367,43.76499938964844,43.352500915527344,43.63750076293945,86336000
2018-01-10 00:00:00+00:00,41.047019958496094,43.5724983215332,43.57500076293945,43.25,43.290000915527344,95839600
2018-01-11 00:00:00+00:00,41.280174255371094,43.81999969482422,43.872501373291016,43.622501373291016,43.647499084472656,74670800
2018-01-12 00:00:00+00:00,41.70643997192383,44.272499084472656,44.34000015258789,43.912498474121094,44.04499816894531,101672400
2018-01-16 00:00:00+00:00,41.494483947753906,44.04750061035156,44.84749984741211,44.03499984741211,44.474998474121094,118263600
2018-01-17 00:00:00+00:00,42.1798210144043,44.775001525878906,44.8125,43.76750183105469,44.037498474121094,137547200
2018-01-18 00:00:00+00:00,42.21750259399414,44.814998626708984,45.025001525878906,44.5625,44.842498779296875,124773600
2018-01-19 00:00:00+00:00,42.029090881347656,44.6150016784668,44.89500045776367,44.352500915527344,44.65250015258789,129700400
2018-01-22 00:00:00+00:00,41.68524169921875,44.25,44.44499969482422,44.150001525878906,44.32500076293945,108434400
2018-01-23 00:00:00+00:00,41.694664001464844,44.2599983215332,44.86000061035156,44.20500183105469,44.32500076293945,130756400
2018-01-24 00:00:00+00:00,41.030540466308594,43.55500030517578,44.32500076293945,43.29999923706055,44.3125,204420400
2018-01-25 00:00:00+00:00,40.298099517822266,42.77750015258789,43.73749923706055,42.63249969482422,43.627498626708984,166116000
2018-01-26 00:00:00+00:00,40.392295837402344,42.877498626708984,43.0,42.51499938964844,43.0,156572000
2018-01-29 00:00:00+00:00,39.55622863769531,41.9900016784668,42.540000915527344,41.76750183105469,42.540000915527344,202561600
2018-01-30 00:00:00+00:00,39.323081970214844,41.74250030517578,41.842498779296875,41.17499923706055,41.38249969482422,184192800
2018-01-31 00:00:00+00:00,39.431427001953125,41.85749816894531,42.11000061035156,41.625,41.717498779296875,129915600
2018-02-01 00:00:00+00:00,39.51384353637695,41.94499969482422,42.154998779296875,41.689998626708984,41.79249954223633,188923200
2018-02-02 00:00:00+00:00,37.79933166503906,40.125,41.70000076293945,40.025001525878906,41.5,346375200
2018-02-05 00:00:00+00:00,36.85494613647461,39.122501373291016,40.970001220703125,39.0,39.775001525878906,290954000
2018-02-06 00:00:00+00:00,38.395179748535156,40.75749969482422,40.93000030517578,38.5,38.70750045776367,272975200
2018-02-07 00:00:00+00:00,37.57324981689453,39.8849983215332,40.849998474121094,39.76750183105469,40.772499084472656,206434400
2018-02-08 00:00:00+00:00,36.53935241699219,38.787498474121094,40.25,38.75749969482422,40.0724983215332,217562000
2018-02-09 00:00:00+00:00,36.98628616333008,39.102500915527344,39.47249984741211,37.560001373291016,39.26750183105469,282690400
2018-02-12 00:00:00+00:00,38.47604751586914,40.6775016784668,40.97249984741211,39.377498626708984,39.625,243278000
2018-02-13 00:00:00+00:00,38.86149597167969,41.084999084472656,41.1875,40.412498474121094,40.48749923706055,130196800
2018-02-14 00:00:00+00:00,39.57798767089844,41.842498779296875,41.8849983215332,40.720001220703125,40.7599983215332,162579600
2018-02-15 00:00:00+00:00,40.90696334838867,43.247501373291016,43.272499084472656,42.25,42.4474983215332,204588800
2018-02-16 00:00:00+00:00,40.77452850341797,43.10749816894531,43.70500183105469,42.942501068115234,43.09000015258789,160704400
2018-02-20 00:00:00+00:00,40.637393951416016,42.962501525878906,43.564998626708984,42.85499954223633,43.01250076293945,135722000
2018-02-21 00:00:00+00:00,40.45293426513672,42.76750183105469,43.529998779296875,42.752498626708984,43.20750045776367,149886400
2018-02-22 00:00:00+00:00,40.791080474853516,43.125,43.48749923706055,42.9275016784668,42.95000076293945,123967600
2018-02-23 00:00:00+00:00,41.50050354003906,43.875,43.912498474121094,43.3849983215332,43.41749954223633,135249600
2018-02-26 00:00:00+00:00,42.321048736572266,44.74250030517578,44.84749984741211,44.0525016784668,44.087501525878906,152648800
2018-02-27 00:00:00+00:00,42.183895111083984,44.59749984741211,45.119998931884766,44.540000915527344,44.775001525878906,155712400
2018-02-28 00:00:00+00:00,42.12005615234375,44.529998779296875,45.154998779296875,44.51250076293945,44.814998626708984,151128400
2018-03-01 00:00:00+00:00,41.38225555419922,43.75,44.94499969482422,43.165000915527344,44.6349983215332,195208000
2018-03-02 00:00:00+00:00,41.66839599609375,44.0525016784668,44.07500076293945,43.11249923706055,43.20000076293945,153816000
2018-03-05 00:00:00+00:00,41.81263732910156,44.20500183105469,44.435001373291016,43.630001068115234,43.8025016784668,113605600
2018-03-06 00:00:00+00:00,41.77716064453125,44.16749954223633,44.5625,44.032501220703125,44.477500915527344,95154000
2018-03-07 00:00:00+00:00,41.389347076416016,43.75749969482422,43.962501525878906,43.567501068115234,43.73500061035156,126814000
2018-03-08 00:00:00+00:00,41.84100341796875,44.23500061035156,44.279998779296875,43.76750183105469,43.869998931884766,95096400
2018-03-09 00:00:00+00:00,42.55988693237305,44.994998931884766,45.0,44.34749984741211,44.4900016784668,128740800
2018-03-12 00:00:00+00:00,42.97132873535156,45.43000030517578,45.59749984741211,45.0525016784668,45.0724983215332,128828400
2018-03-13 00:00:00+00:00,42.557525634765625,44.99250030517578,45.875,44.810001373291016,45.647499084472656,126774000
2018-03-14 00:00:00+00:00,42.195716857910156,44.61000061035156,45.130001068115234,44.45249938964844,45.08000183105469,117473600
2018-03-15 00:00:00+00:00,42.24538040161133,44.662498474121094,45.060001373291016,44.51750183105469,44.625,90975200
2018-03-16 00:00:00+00:00,42.096405029296875,44.505001068115234,44.779998779296875,44.404998779296875,44.662498474121094,157618800
2018-03-19 00:00:00+00:00,41.453208923339844,43.82500076293945,44.36750030517578,43.415000915527344,44.33000183105469,133787200
2018-03-20 00:00:00+00:00,41.43901824951172,43.810001373291016,44.20000076293945,43.73500061035156,43.810001373291016,78597600
2018-03-21 00:00:00+00:00,40.50022888183594,42.817501068115234,43.772499084472656,42.814998626708984,43.7599983215332,148219600
2018-03-22 00:00:00+00:00,39.927982330322266,42.212501525878906,43.16999816894531,42.150001525878906,42.5,165963200
2018-03-23 00:00:00+00:00,39.00336456298828,41.23500061035156,42.47999954223633,41.23500061035156,42.09749984741211,164115200
2018-03-26 00:00:00+00:00,40.85493850708008,43.192501068115234,43.275001525878906,41.61000061035156,42.01750183105469,150164800
2018-03-27 00:00:00+00:00,39.80736541748047,42.084999084472656,43.787498474121094,41.72999954223633,43.41999816894531,163690400
2018-03-28 00:00:00+00:00,39.36753845214844,41.619998931884766,42.505001068115234,41.29750061035156,41.8125,166674000
2018-03-29 00:00:00+00:00,39.67494583129883,41.94499969482422,42.9375,41.724998474121094,41.95249938964844,153594000
2018-04-02 00:00:00+00:00,39.414825439453125,41.66999816894531,42.23500061035156,41.11750030517578,41.65999984741211,150347200
2018-04-03 00:00:00+00:00,39.81919479370117,42.09749984741211,42.1875,41.220001220703125,41.90999984741211,121112000
2018-04-04 00:00:00+00:00,40.580631256103516,42.90250015258789,43.002498626708984,41.192501068115234,41.220001220703125,138422000
2018-04-05 00:00:00+00:00,40.862022399902344,43.20000076293945,43.557498931884766,43.02000045776367,43.14500045776367,107732800
2018-04-06 00:00:00+00:00,39.81683349609375,42.095001220703125,43.119998931884766,42.04999923706055,42.74250030517578,140021200
2018-04-09 00:00:00+00:00,40.211734771728516,42.51250076293945,43.272499084472656,42.462501525878906,42.470001220703125,116070800
2018-04-10 00:00:00+00:00,40.96843338012695,43.3125,43.5,42.88249969482422,43.25,113634400
2018-04-11 00:00:00+00:00,40.77690124511719,43.11000061035156,43.47999954223633,42.92499923706055,43.057498931884766,89726400
2018-04-12 00:00:00+00:00,41.17890167236328,43.53499984741211,43.75,43.2599983215332,43.352500915527344,91557200
2018-04-13 00:00:00+00:00,41.31841278076172,43.682498931884766,43.959999084472656,43.462501525878906,43.69499969482422,100497200
2018-04-16 00:00:00+00:00,41.576168060302734,43.95500183105469,44.04750061035156,43.70750045776367,43.75749969482422,86313600
2018-04-17 00:00:00+00:00,42.14842987060547,44.560001373291016,44.73500061035156,44.102500915527344,44.122501373291016,106421600
2018-04-18 00:00:00+00:00,42.05384063720703,44.459999084472656,44.70500183105469,44.220001220703125,44.45249938964844,83018000
2018-04-19 00:00:00+00:00,40.862022399902344,43.20000076293945,43.84749984741211,43.165000915527344,43.439998626708984,139235200
2018-04-20 00:00:00+00:00,39.187828063964844,41.43000030517578,42.80500030517578,41.35749816894531,42.650001525878906,261964400
2018-04-23 00:00:00+00:00,39.074317932128906,41.310001373291016,41.72999954223633,41.022499084472656,41.70750045776367,146062000
2018-04-24 00:00:00+00:00,38.530433654785156,40.73500061035156,41.58250045776367,40.30500030517578,41.41749954223633,134768000
2018-04-25 00:00:00+00:00,38.698326110839844,40.912498474121094,41.35499954223633,40.602500915527344,40.654998779296875,113528400
2018-04-26 00:00:00+00:00,38.8331184387207,41.05500030517578,41.432498931884766,40.842498779296875,41.029998779296875,111852000
2018-04-27 00:00:00+00:00,38.38383102416992,40.58000183105469,41.08250045776367,40.157501220703125,41.0,142623200
2018-04-30 00:00:00+00:00,39.07904815673828,41.314998626708984,41.814998626708984,40.459999084472656,40.532501220703125,169709600
2018-05-01 00:00:00+00:00,39.98708724975586,42.275001525878906,42.29999923706055,41.317501068115234,41.602500915527344,214277600
2018-05-02 00:00:00+00:00,41.7535285949707,44.14250183105469,44.4375,43.45000076293945,43.807498931884766,266157600
2018-05-03 00:00:00+00:00,41.829185485839844,44.22249984741211,44.375,43.61000061035156,43.970001220703125,136272800
2018-05-04 00:00:00+00:00,43.47029113769531,45.95750045776367,46.0625,44.54249954223633,44.5625,224805200
2018-05-07 00:00:00+00:00,43.78479766845703,46.290000915527344,46.91749954223633,46.1875,46.29499816894531,169805600
2018-05-08 00:00:00+00:00,43.99526596069336,46.51250076293945,46.55500030517578,45.91749954223633,46.247501373291016,113611200
2018-05-09 00:00:00+00:00,44.30503845214844,46.84000015258789,46.849998474121094,46.30500030517578,46.63750076293945,92844800
2018-05-10 00:00:00+00:00,44.93877410888672,47.5099983215332,47.592498779296875,46.912498474121094,46.935001373291016,111957200
2018-05-11 00:00:00+00:00,44.767852783203125,47.147499084472656,47.51499938964844,46.86249923706055,47.372501373291016,104848800
2018-05-14 00:00:00+00:00,44.66341018676758,47.037498474121094,47.38249969482422,46.96500015258789,47.252498626708984,83115200
2018-05-15 00:00:00+00:00,44.25748825073242,46.61000061035156,46.76750183105469,46.275001525878906,46.69499969482422,94780800
2018-05-16 00:00:00+00:00,44.6705322265625,47.04499816894531,47.1150016784668,46.5,46.51750183105469,76732400
2018-05-17 00:00:00+00:00,44.38804244995117,46.747501373291016,47.227500915527344,46.59000015258789,47.0,69176000
2018-05-18 00:00:00+00:00,44.22663116455078,46.57749938964844,46.95249938964844,46.532501220703125,46.79750061035156,73190800
2018-05-21 00:00:00+00:00,44.53997802734375,46.907501220703125,47.317501068115234,46.727500915527344,47.0,73603200
2018-05-22 00:00:00+00:00,44.42839050292969,46.790000915527344,47.220001220703125,46.69499969482422,47.095001220703125,60962800
2018-05-23 00:00:00+00:00,44.713253021240234,47.09000015258789,47.125,46.439998626708984,46.587501525878906,80233600
2018-05-24 00:00:00+00:00,44.66341018676758,47.037498474121094,47.209999084472656,46.5525016784668,47.192501068115234,92936000
2018-05-25 00:00:00+00:00,44.76547622680664,47.14500045776367,47.412498474121094,46.912498474121094,47.057498931884766,69844000
2018-05-29 00:00:00+00:00,44.604068756103516,46.974998474121094,47.1875,46.717498779296875,46.900001525878906,90056400
2018-05-30 00:00:00+00:00,44.50912094116211,46.875,47.0,46.69499969482422,46.93000030517578,74762000
2018-05-31 00:00:00+00:00,44.35956954956055,46.717498779296875,47.057498931884766,46.53499984741211,46.80500030517578,109931200
2018-06-01 00:00:00+00:00,45.15953826904297,47.560001373291016,47.564998626708984,46.9375,46.997501373291016,93770000
2018-06-04 00:00:00+00:00,45.5369758605957,47.95750045776367,48.35499954223633,47.837501525878906,47.90999984741211,105064800
2018-06-05 00:00:00+00:00,45.88829803466797,48.32749938964844,48.48500061035156,48.09000015258789,48.26750183105469,86264000
2018-06-06 00:00:00+00:00,46.04734420776367,48.494998931884766,48.52000045776367,47.97999954223633,48.407501220703125,83734400
2018-06-07 00:00:00+00:00,45.92391586303711,48.3650016784668,48.54999923706055,48.084999084472656,48.53499984741211,85388800
2018-06-08 00:00:00+00:00,45.50612258911133,47.92499923706055,48.0,47.442501068115234,47.79249954223633,106627200
2018-06-11 00:00:00+00:00,45.39453125,47.807498931884766,47.99250030517578,47.5525016784668,47.837501525878906,73234000
2018-06-12 00:00:00+00:00,45.64379119873047,48.06999969482422,48.15250015258789,47.787498474121094,47.84749984741211,67644400
2018-06-13 00:00:00+00:00,45.26872253417969,47.67499923706055,48.220001220703125,47.61000061035156,48.10499954223633,86553600
2018-06-14 00:00:00+00:00,45.29247283935547,47.70000076293945,47.89250183105469,47.55500030517578,47.88750076293945,86440400
2018-06-15 00:00:00+00:00,44.82719802856445,47.209999084472656,47.540000915527344,47.064998626708984,47.50749969482422,246876800
2018-06-18 00:00:00+00:00,44.803470611572266,47.185001373291016,47.30500030517578,46.79999923706055,46.970001220703125,73939600
2018-06-19 00:00:00+00:00,44.079444885253906,46.42250061035156,46.58250045776367,45.86249923706055,46.28499984741211,134314000
2018-06-20 00:00:00+00:00,44.271728515625,46.625,46.79999923706055,46.432498931884766,46.587501525878906,82514800
2018-06-21 00:00:00+00:00,44.02486038208008,46.3650016784668,47.087501525878906,46.23500061035156,46.8125,102847600
2018-06-22 00:00:00+00:00,43.89665985107422,46.22999954223633,46.537498474121094,46.17499923706055,46.529998779296875,108801600
2018-06-25 00:00:00+00:00,43.243858337402344,45.54249954223633,46.22999954223633,45.182498931884766,45.849998474121094,126652400
2018-06-26 00:00:00+00:00,43.78034591674805,46.10749816894531,46.63249969482422,45.6349983215332,45.747501373291016,98276800
2018-06-27 00:00:00+00:00,43.716251373291016,46.040000915527344,46.81999969482422,46.00749969482422,46.307498931884766,101141200
2018-06-28 00:00:00+00:00,44.03435134887695,46.375,46.5525016784668,45.95000076293945,46.025001525878906,69460800
2018-06-29 00:00:00+00:00,43.941768646240234,46.27750015258789,46.79750061035156,45.727500915527344,46.5724983215332,90950800
2018-07-02 00:00:00+00:00,44.433143615722656,46.79499816894531,46.82500076293945,45.85499954223633,45.95500183105469,70925200
2018-07-03 00:00:00+00:00,43.65928649902344,45.97999954223633,46.98749923706055,45.8849983215332,46.9474983215332,55819200
2018-07-05 00:00:00+00:00,44.01060485839844,46.349998474121094,46.602500915527344,46.06999969482422,46.314998626708984,66416800
2018-07-06 00:00:00+00:00,44.62068176269531,46.99250030517578,47.10749816894531,46.29999923706055,46.35499954223633,69940800
2018-07-09 00:00:00+00:00,45.2402458190918,47.64500045776367,47.66999816894531,47.32500076293945,47.375,79026400
2018-07-10 00:00:00+00:00,45.18565368652344,47.587501525878906,47.81999969482422,47.54499816894531,47.6775016784668,63756400
2018-07-11 00:00:00+00:00,44.59931564331055,46.970001220703125,47.44499969482422,46.90250015258789,47.125,75326000
2018-07-12 00:00:00+00:00,45.34706497192383,47.75749969482422,47.852500915527344,47.32749938964844,47.38249969482422,72164400
2018-07-13 00:00:00+00:00,45.41828536987305,47.83250045776367,47.959999084472656,47.724998474121094,47.77000045776367,50055600
2018-07-16 00:00:00+00:00,45.31858444213867,47.727500915527344,48.162498474121094,47.60499954223633,47.880001068115234,60172400
